product_id,category,subcategory,brand,color,pattern,material,season,gender,size_available,original_price,discount_percent,current_price,units_sold,rating,num_reviews,wishlist_adds,page_views,launch_date,last_restock,in_stock,return_rate,trend_score
PROD10663,Outerwear,Cardigan,H&M,Black,Solid,Silk,Spring,Men,36-44,149.76,20,119.81,1,3.3,18,10,42,2022-07-18 14:44:57.224768730,2022-09-20 14:44:57.224768730,False,15.0,27.3
PROD10664,Outerwear,Vest,Zara,Navy,Solid,Linen,Fall,Women,XS-XL,141.46,0,141.46,61,3.9,7,28,78,2024-04-06 22:52:40.463371944,2024-06-21 22:52:40.463371944,False,27.4,41.0
PROD10665,Accessories,Hat,ASOS,Red,Solid,Wool,All Season,Women,One Size,36.78,30,25.75,97,4.8,57,33,121,2023-09-12 18:13:31.867655632,2023-09-20 18:13:31.867655632,True,8.9,48.0
PROD10666,Outerwear,Jacket,H&M,White,Abstract,Synthetic,Summer,Men,S-L,149.39,20,119.51,11,3.1,15,42,370,2022-04-12 01:17:02.785232102,2022-07-10 01:17:02.785232102,True,8.7,49.9
PROD10667,Outerwear,Cardigan,Zara,White,Solid,Cotton,Summer,Men,XS-3XL,166.97,0,166.97,15,3.6,6,4,652,2023-04-01 11:05:20.126677224,2023-05-04 11:05:20.126677224,True,8.5,46.2
PROD10668,Bottoms,Jeans,Mango,White,Solid,Silk,All Season,Women,XS-XL,81.8,40,49.08,65,5.0,35,9,80,2023-07-16 18:06:05.430452536,2023-09-23 18:06:05.430452536,True,3.7,49.2
PROD10669,Shoes,Boots,Gap,Beige,Solid,Leather,Spring,Men,One Size,92.98,20,74.38,5,3.5,6,125,227,2022-08-22 00:11:02.455204600,2022-12-09 00:11:02.455204600,True,37.7,35.1
PROD10670,Dresses,Maxi Dress,Zara,Black,Solid,Linen,All Season,Unisex,XS-XL,92.43,10,83.19,65,4.0,10,118,24,2024-04-23 02:59:46.498874896,2024-05-29 02:59:46.498874896,False,11.0,40.8
PROD10671,Dresses,Midi Dress,Mango,Black,Solid,Cotton,All Season,Women,36-44,100.15,0,100.15,1,4.8,8,33,218,2022-05-25 15:11:57.359779982,2022-09-20 15:11:57.359779982,True,11.9,22.3
PROD10672,Accessories,Jewelry,Zara,Green,Polka Dot,Polyester,Summer,Women,XS-3XL,34.07,20,27.26,58,3.6,11,39,100,2022-12-01 12:24:03.720310024,2023-05-14 12:24:03.720310024,True,22.3,44.2
PROD10673,Bottoms,Leggings,Zara,Red,Solid,Wool,All Season,Women,One Size,44.78,0,44.78,107,2.9,23,297,25,2023-12-06 09:55:29.377448120,2024-03-31 09:55:29.377448120,True,4.4,50.3
PROD10674,Tops,Sweater,Uniqlo,Black,Striped,Denim,Winter,Men,XS-XL,40.06,10,36.05,79,4.7,10,48,9,2022-04-11 10:42:24.812067672,2022-04-17 10:42:24.812067672,True,34.0,53.1
PROD10675,Tops,Sweater,Primark,Black,Solid,Cotton,Fall,Women,One Size,28.08,10,25.27,4,4.4,6,66,876,2022-08-14 00:51:29.057421452,2022-09-12 00:51:29.057421452,True,15.1,44.9
PROD10676,Shoes,Heels,Gap,Black,Plaid,Polyester,Summer,Women,One Size,97.73,0,97.73,54,3.9,15,17,414,2023-11-23 21:16:11.180931744,2024-03-30 21:16:11.180931744,True,5.7,51.7
PROD10677,Tops,T-Shirt,Topshop,Green,Abstract,Wool,All Season,Women,XS-XL,46.36,40,27.82,18,4.7,27,39,61,2024-01-17 07:45:09.525793816,2024-03-11 07:45:09.525793816,False,10.1,46.7
PROD10678,Shoes,Sandals,H&M,Red,Solid,Polyester,Summer,Men,XS-3XL,107.49,0,107.49,8,4.4,30,6,586,2022-03-20 08:27:38.538211517,2022-06-09 08:27:38.538211517,True,6.2,59.4
PROD10679,Bottoms,Trousers,ASOS,Pink,Solid,Silk,Fall,Unisex,36-44,66.51,40,39.91,15,5.0,1,19,309,2022-01-21 04:41:32.607717309,2022-07-03 04:41:32.607717309,True,24.3,35.1
PROD10680,Bags,Shoulder Bag,Zara,White,Solid,Polyester,Spring,Men,36-44,108.93,40,65.36,46,4.1,35,4,23,2024-03-09 18:51:34.457871488,2024-03-23 18:51:34.457871488,True,8.2,55.1
PROD10681,Dresses,Cocktail Dress,H&M,Pink,Solid,Cotton,Summer,Women,XS-XL,58.81,10,52.93,6,3.9,1,17,75,2023-02-27 03:09:51.349279104,2023-03-07 03:09:51.349279104,True,12.0,32.6
PROD10682,Bottoms,Trousers,Mango,White,Abstract,Cotton,Summer,Men,One Size,92.54,0,92.54,5,3.6,33,10,52,2023-08-23 06:14:40.273356112,2023-10-22 06:14:40.273356112,True,14.7,36.5
PROD10683,Bottoms,Leggings,Zara,Beige,Solid,Wool,Spring,Women,XS-XL,48.61,0,48.61,44,3.9,123,51,46,2023-10-18 12:27:32.537711472,2023-11-09 12:27:32.537711472,True,5.9,46.3
PROD10684,Tops,T-Shirt,Forever21,Red,Solid,Cotton,All Season,Women,One Size,24.1,0,24.1,223,3.6,6,64,72,2023-06-24 06:44:40.423368616,2023-07-31 06:44:40.423368616,False,24.7,36.5
PROD10685,Accessories,Scarf,Gap,Navy,Abstract,Denim,All Season,Women,XS-XL,27.69,20,22.15,43,4.1,0,52,285,2024-02-07 19:25:17.826485536,2024-05-31 19:25:17.826485536,True,15.3,45.8
PROD10686,Bags,Crossbody,H&M,Black,Floral,Cotton,Fall,Men,XS-XL,84.23,0,84.23,19,5.0,11,32,189,2024-02-20 11:43:15.516293024,2024-05-22 11:43:15.516293024,True,37.3,46.5
PROD10687,Bottoms,Skirt,Topshop,Black,Solid,Denim,Fall,Men,XS-XL,74.81,20,59.85,12,4.9,25,3,15,2024-06-17 16:48:41.043420288,2024-06-22 16:48:41.043420288,True,22.0,42.1
PROD10688,Dresses,Midi Dress,Forever21,Pink,Striped,Denim,All Season,Women,36-44,52.66,10,47.39,62,4.7,5,61,133,2023-05-17 05:50:47.353946160,2023-10-02 05:50:47.353946160,True,8.1,67.0
PROD10689,Tops,T-Shirt,Zara,Green,Solid,Synthetic,Spring,Unisex,XS-XL,62.25,0,62.25,51,3.1,30,38,216,2024-05-17 00:58:26.692224352,2024-07-21 00:58:26.692224352,True,11.0,59.0
PROD10690,Tops,Tank Top,Mango,Navy,Solid,Wool,Winter,Women,One Size,58.26,30,40.78,11,3.6,5,9,96,2022-06-04 10:15:24.677056420,2022-11-17 10:15:24.677056420,False,8.3,42.8
PROD10691,Bottoms,Jeans,H&M,Grey,Solid,Polyester,Fall,Unisex,36-44,42.93,30,30.05,19,5.0,17,155,104,2023-12-28 21:16:54.384532040,2024-03-20 21:16:54.384532040,True,34.9,53.5
PROD10692,Tops,T-Shirt,Gap,Black,Solid,Wool,Spring,Women,XS-3XL,27.54,20,22.03,10,4.4,8,52,171,2023-02-09 14:14:49.874156180,2023-03-28 14:14:49.874156180,False,7.9,35.1
PROD10693,Shoes,Heels,Uniqlo,Green,Polka Dot,Cotton,Winter,Men,S-L,101.43,0,101.43,5,4.0,24,17,187,2024-03-02 04:38:39.793316104,2024-04-01 04:38:39.793316104,True,9.7,34.4
PROD10694,Bottoms,Trousers,ASOS,Black,Animal Print,Polyester,All Season,Unisex,36-44,43.51,0,43.51,70,4.4,12,4,29,2023-11-29 04:49:13.446120504,2023-12-12 04:49:13.446120504,True,2.7,46.9
PROD10695,Bags,Crossbody,Gap,Grey,Animal Print,Synthetic,All Season,Women,XS-XL,65.48,0,65.48,31,5.0,25,29,246,2022-03-31 14:08:21.041753479,2022-05-06 14:08:21.041753479,False,29.4,57.2
PROD10696,Accessories,Hat,Gap,Beige,Polka Dot,Silk,Summer,Women,XS-XL,27.94,20,22.35,6,4.0,6,113,109,2022-09-19 13:18:47.193932828,2023-01-12 13:18:47.193932828,True,12.8,51.9
PROD10697,Tops,Sweater,ASOS,Black,Solid,Polyester,All Season,Unisex,One Size,28.73,20,22.98,32,4.6,0,10,751,2022-05-22 07:01:28.507375614,2022-07-23 07:01:28.507375614,True,19.4,36.4
PROD10698,Outerwear,Cardigan,ASOS,Brown,Abstract,Polyester,Fall,Women,XS-XL,154.73,0,154.73,4,4.4,1,19,16,2022-03-17 14:51:47.658971581,2022-04-23 14:51:47.658971581,True,23.7,45.8
PROD10699,Bags,Shoulder Bag,Topshop,White,Solid,Polyester,All Season,Women,36-44,63.15,20,50.52,25,3.4,49,131,31,2024-05-26 03:37:56.289690800,2024-09-07 03:37:56.289690800,True,6.4,61.5
PROD10700,Accessories,Sunglasses,ASOS,Green,Striped,Silk,Winter,Women,XS-3XL,34.13,10,30.72,37,4.9,14,23,68,2023-06-11 18:05:22.226852232,2023-08-25 18:05:22.226852232,False,36.5,56.5
PROD10701,Tops,Tank Top,Zara,Pink,Solid,Synthetic,Summer,Men,XS-3XL,33.55,50,16.77,22,3.9,10,102,232,2022-04-11 10:42:24.812067672,2022-08-10 10:42:24.812067672,True,12.0,58.5
PROD10702,Shoes,Boots,Gap,White,Solid,Cotton,Summer,Men,XS-XL,64.16,0,64.16,72,3.8,4,314,69,2023-05-29 09:23:26.817234768,2023-09-24 09:23:26.817234768,True,12.9,37.6
PROD10703,Dresses,Midi Dress,H&M,Multi,Solid,Leather,All Season,Men,36-44,66.5,0,66.5,81,3.7,10,17,27,2023-11-25 00:36:07.380615048,2023-12-19 00:36:07.380615048,True,17.0,58.8
PROD10704,Bags,Shoulder Bag,Zara,Black,Solid,Cotton,Fall,Men,One Size,88.21,10,79.39,15,4.0,16,5,239,2022-09-23 12:03:54.019501624,2022-12-14 12:03:54.019501624,False,27.9,41.2
PROD10705,Dresses,Casual Dress,Gap,Grey,Floral,Silk,Winter,Women,36-44,58.11,0,58.11,10,3.8,196,23,646,2024-01-29 20:24:27.722310192,2024-06-04 20:24:27.722310192,True,6.3,59.7
PROD10706,Shoes,Boots,Uniqlo,Navy,Floral,Linen,Spring,Women,XS-3XL,82.58,40,49.55,4,3.9,28,9,135,2022-01-25 14:22:37.913159429,2022-04-08 14:22:37.913159429,True,7.3,41.0
PROD10707,Accessories,Scarf,H&M,Navy,Solid,Denim,All Season,Women,One Size,19.95,40,11.97,2,4.6,1,31,89,2022-12-08 01:06:21.931827652,2023-02-03 01:06:21.931827652,True,11.3,37.1
PROD10708,Bottoms,Leggings,Uniqlo,Black,Striped,Cotton,Summer,Men,XS-XL,51.0,10,45.9,13,3.8,32,8,244,2024-05-07 00:27:00.135011248,2024-10-02 00:27:00.135011248,False,13.6,42.2
PROD10709,Tops,Tank Top,ASOS,Multi,Solid,Polyester,All Season,Women,XS-XL,46.72,0,46.72,9,3.4,48,34,51,2023-10-09 00:41:24.207017248,2023-12-07 00:41:24.207017248,True,7.1,40.8
PROD10710,Outerwear,Cardigan,H&M,Blue,Solid,Denim,All Season,Men,XS-XL,96.99,10,87.29,9,3.4,37,17,574,2022-08-15 04:11:25.257104756,2022-08-25 04:11:25.257104756,True,25.4,35.1
PROD10711,Outerwear,Blazer,H&M,Multi,Solid,Linen,Winter,Unisex,XS-3XL,98.88,0,98.88,17,3.9,1,10,809,2023-09-07 03:23:10.615884656,2023-10-15 03:23:10.615884656,False,8.2,51.7
PROD10712,Outerwear,Coat,Zara,Black,Solid,Silk,All Season,Women,36-44,108.0,10,97.2,1,3.6,6,42,72,2022-06-30 02:08:39.043253604,2022-12-09 02:08:39.043253604,False,30.1,28.5
PROD10713,Dresses,Maxi Dress,Zara,Black,Plaid,Leather,Winter,Men,S-L,95.92,0,95.92,17,4.2,0,43,198,2022-03-09 10:04:15.021251771,2022-05-03 10:04:15.021251771,True,30.2,38.0
PROD10714,Bags,Clutch,Zara,Grey,Animal Print,Cotton,Summer,Women,XS-XL,72.27,0,72.27,66,3.4,8,25,233,2023-12-23 10:05:12.626052168,2024-03-19 10:05:12.626052168,True,11.0,57.6
PROD10715,Outerwear,Blazer,H&M,Navy,Floral,Polyester,Spring,Unisex,36-44,124.58,40,74.75,10,3.0,14,26,234,2023-11-24 20:57:27.887323944,2024-04-03 20:57:27.887323944,True,11.3,43.0
PROD10716,Dresses,Midi Dress,Gap,Beige,Solid,Cotton,All Season,Men,36-44,46.08,30,32.26,10,4.4,12,77,71,2022-05-03 02:01:12.606050504,2022-06-28 02:01:12.606050504,True,25.9,48.8
PROD10717,Outerwear,Vest,Mango,Multi,Floral,Silk,Summer,Women,XS-XL,175.84,0,175.84,60,4.2,90,61,782,2024-02-22 20:12:27.662305192,2024-04-19 20:12:27.662305192,True,19.1,59.0
PROD10718,Tops,Tank Top,Uniqlo,Blue,Solid,Wool,Fall,Women,36-44,23.65,30,16.56,33,4.5,3,21,34,2024-01-13 07:10:42.953579464,2024-04-07 07:10:42.953579464,True,18.3,49.2
PROD10719,Dresses,Mini Dress,Zara,Green,Abstract,Polyester,Fall,Women,S-L,55.16,10,49.64,8,4.1,17,127,31,2024-03-28 00:10:33.652804400,2024-04-25 00:10:33.652804400,False,24.8,53.3
PROD10720,Bottoms,Skirt,Topshop,White,Animal Print,Denim,Winter,Women,XS-XL,41.29,30,28.9,5,3.9,11,20,903,2022-07-08 08:45:31.427618968,2022-10-17 08:45:31.427618968,True,9.8,51.0
PROD10721,Shoes,Flats,H&M,Grey,Abstract,Silk,Summer,Men,One Size,71.0,30,49.7,7,4.7,5,117,94,2023-12-20 05:33:23.266938912,2024-01-04 05:33:23.266938912,True,14.3,54.9
PROD10722,Bags,Clutch,Gap,Multi,Solid,Cotton,All Season,Men,One Size,59.11,10,53.2,2,3.1,20,41,116,2023-07-27 05:33:30.467538960,2023-12-04 05:33:30.467538960,True,17.6,39.9
PROD10723,Dresses,Mini Dress,Other,Black,Striped,Cotton,Spring,Women,One Size,93.5,20,74.8,148,4.6,12,27,235,2023-08-30 09:31:36.458038168,2024-01-04 09:31:36.458038168,True,16.7,57.4
PROD10724,Outerwear,Vest,Forever21,Black,Solid,Polyester,Winter,Men,One Size,120.72,20,96.58,9,5.0,2,29,66,2023-08-31 14:40:52.404367032,2023-10-29 14:40:52.404367032,True,18.7,50.1
PROD10725,Shoes,Heels,Uniqlo,Green,Striped,Cotton,Spring,Men,XS-XL,74.2,30,51.94,29,4.4,21,31,104,2023-08-28 22:54:21.271772648,2023-09-06 22:54:21.271772648,False,14.3,54.9
PROD10726,Tops,Tank Top,H&M,Pink,Plaid,Linen,Spring,Women,XS-XL,25.68,50,12.84,67,4.6,4,391,653,2022-02-25 19:16:53.784482040,2022-08-23 19:16:53.784482040,True,9.0,43.0
PROD10727,Accessories,Sunglasses,Other,Blue,Solid,Cotton,Summer,Women,XS-3XL,19.4,0,19.4,45,4.5,102,14,199,2023-09-11 16:42:55.414617880,2023-09-23 16:42:55.414617880,True,22.4,42.2
PROD10728,Tops,Tank Top,H&M,Grey,Abstract,Linen,All Season,Women,One Size,38.39,0,38.39,81,3.9,5,25,1591,2023-12-02 07:31:43.058588216,2024-03-20 07:31:43.058588216,True,20.9,64.3
PROD10729,Dresses,Casual Dress,H&M,Navy,Solid,Denim,Spring,Women,XS-XL,58.66,20,46.93,8,5.0,81,37,1467,2024-01-04 04:31:13.356113008,2024-03-10 04:31:13.356113008,True,5.9,43.9
PROD10730,Bottoms,Jeans,H&M,Black,Striped,Leather,Summer,Men,36-44,49.58,0,49.58,23,3.2,5,55,35,2024-05-22 17:38:07.690640880,2024-10-11 17:38:07.690640880,True,13.8,50.4
PROD10731,Outerwear,Jacket,Zara,Blue,Solid,Wool,Fall,Women,36-44,115.24,0,115.24,45,3.7,11,57,251,2024-01-02 23:21:57.409784144,2024-06-15 23:21:57.409784144,True,9.8,51.0
PROD10732,Tops,Tank Top,Topshop,Beige,Solid,Polyester,Winter,Women,One Size,50.16,0,50.16,33,5.0,89,40,128,2022-01-15 19:19:10.595882990,2022-06-01 19:19:10.595882990,True,11.7,63.8
PROD10733,Tops,Blouse,Topshop,Red,Solid,Cotton,Summer,Women,36-44,34.3,0,34.3,21,3.7,341,6,664,2022-09-01 06:10:28.252354364,2022-09-28 06:10:28.252354364,True,8.6,53.7
PROD10734,Bottoms,Leggings,Mango,Green,Solid,Denim,Winter,Women,36-44,95.34,0,95.34,4,4.2,6,35,263,2024-05-11 22:53:23.666972240,2024-07-02 22:53:23.666972240,True,15.1,54.2
PROD10735,Bags,Backpack,ASOS,Red,Animal Print,Cotton,All Season,Men,One Size,63.71,0,63.71,7,4.3,18,6,24,2023-01-22 19:51:49.159096592,2023-05-26 19:51:49.159096592,True,14.3,29.1
PROD10736,Shoes,Flats,Forever21,Beige,Solid,Linen,All Season,Men,XS-3XL,67.2,30,47.04,1,5.0,6,279,36,2023-01-06 17:34:02.870239184,2023-03-25 17:34:02.870239184,False,9.3,21.7
PROD10737,Tops,Shirt,Zara,Multi,Solid,Denim,All Season,Men,One Size,57.27,20,45.82,18,4.3,112,94,94,2022-03-07 16:09:40.848404033,2022-08-23 16:09:40.848404033,True,14.3,51.7
PROD10738,Tops,Shirt,Zara,Grey,Striped,Silk,Spring,Men,S-L,41.97,10,37.77,13,3.4,1,3,36,2023-01-01 02:43:41.618468204,2023-03-14 02:43:41.618468204,False,16.0,19.6
PROD10739,Bottoms,Trousers,H&M,Brown,Striped,Wool,Fall,Women,XS-3XL,46.06,30,32.24,14,4.5,11,23,691,2022-08-12 21:31:32.857738144,2022-08-24 21:31:32.857738144,True,22.8,45.8
PROD10740,Shoes,Heels,Gap,Beige,Abstract,Linen,Summer,Women,XS-XL,93.91,0,93.91,6,4.9,246,29,303,2022-05-05 21:26:23.231935994,2022-08-04 21:26:23.231935994,True,23.7,50.3
PROD10741,Outerwear,Vest,H&M,Brown,Solid,Synthetic,Summer,Men,36-44,105.67,20,84.54,5,3.5,4,13,42,2022-12-12 03:30:08.250687556,2023-02-10 03:30:08.250687556,False,12.8,29.9
PROD10742,Bottoms,Skirt,Primark,White,Solid,Silk,Summer,Men,36-44,31.56,0,31.56,4,3.5,17,25,26,2024-06-06 16:35:57.779814976,2024-11-27 16:35:57.779814976,True,7.7,49.7
PROD10743,Outerwear,Blazer,Gap,Navy,Solid,Cotton,All Season,Women,36-44,171.0,0,171.0,65,4.2,0,72,125,2022-10-01 16:51:26.657221436,2022-12-09 16:51:26.657221436,True,22.7,41.5
PROD10744,Shoes,Sneakers,H&M,Green,Solid,Leather,All Season,Women,XS-XL,63.35,20,50.68,22,3.7,3,147,30,2022-07-06 09:22:58.014834568,2022-11-05 09:22:58.014834568,True,14.1,52.8
PROD10745,Bottoms,Trousers,Uniqlo,Black,Plaid,Silk,Winter,Women,S-L,46.99,20,37.59,36,4.7,19,82,437,2024-01-24 05:34:06.470539208,2024-03-26 05:34:06.470539208,True,10.1,61.7
PROD10746,Bags,Backpack,ASOS,Red,Plaid,Leather,Summer,Women,One Size,66.28,0,66.28,45,5.0,8,7,51,2022-09-16 17:53:36.568047336,2022-10-06 17:53:36.568047336,True,6.6,40.5
PROD10747,Accessories,Scarf,H&M,Pink,Solid,Denim,All Season,Men,One Size,30.83,40,18.5,20,3.9,72,11,47,2024-01-29 20:24:27.722310192,2024-07-14 20:24:27.722310192,True,10.3,38.7
PROD10748,Bags,Shoulder Bag,Other,Brown,Solid,Cotton,Spring,Men,36-44,110.1,10,99.09,172,3.1,32,8,82,2022-12-12 14:26:06.730560880,2023-03-26 14:26:06.730560880,True,22.4,58.1
PROD10749,Shoes,Flats,Primark,Blue,Solid,Leather,Fall,Women,S-L,56.8,40,34.08,3,4.2,6,73,49,2024-04-29 21:10:03.950329184,2024-10-20 21:10:03.950329184,False,13.8,46.5
PROD10750,Tops,Shirt,Uniqlo,Brown,Polka Dot,Silk,All Season,Women,One Size,26.1,0,26.1,9,3.1,40,10,304,2023-07-05 16:04:02.420201680,2023-08-24 16:04:02.420201680,True,18.9,34.9
PROD10751,Tops,Blouse,Uniqlo,Black,Striped,Polyester,All Season,Women,XS-3XL,47.56,0,47.56,5,3.6,4,16,123,2022-07-25 10:44:34.422868572,2022-09-05 10:44:34.422868572,True,14.0,31.9
PROD10752,Tops,Blouse,Forever21,Navy,Solid,Synthetic,Spring,Women,XS-XL,28.3,0,28.3,28,3.2,413,31,591,2023-12-06 06:16:49.884157008,2024-04-08 06:16:49.884157008,True,20.1,49.6
PROD10753,Outerwear,Blazer,Uniqlo,Green,Solid,Cotton,All Season,Men,XS-3XL,151.41,0,151.41,5,5.0,3,182,171,2024-01-18 01:58:26.992249352,2024-01-27 01:58:26.992249352,True,5.7,32.6
PROD10754,Tops,Tank Top,Uniqlo,Pink,Solid,Leather,All Season,Women,S-L,43.86,10,39.47,5,4.1,7,28,73,2023-08-21 21:26:44.833736144,2023-12-16 21:26:44.833736144,True,36.3,26.2
PROD10755,Shoes,Flats,ASOS,Black,Floral,Cotton,Winter,Women,XS-3XL,58.91,30,41.24,19,4.2,10,13,75,2023-11-20 11:16:22.581881824,2023-12-23 11:16:22.581881824,True,4.3,52.0
PROD10756,Dresses,Mini Dress,Topshop,Grey,Solid,Polyester,Fall,Men,36-44,67.13,10,60.42,21,3.7,3,119,87,2022-04-26 00:33:36.168014000,2022-10-05 00:33:36.168014000,True,12.7,64.2
PROD10757,Shoes,Boots,Zara,Beige,Solid,Cotton,All Season,Women,S-L,122.92,20,98.34,9,3.8,16,4,187,2024-05-13 16:47:57.839819984,2024-05-18 16:47:57.839819984,True,24.3,22.5
PROD10758,Outerwear,Coat,ASOS,Multi,Floral,Denim,All Season,Women,XS-3XL,156.31,0,156.31,24,3.6,2,129,35,2022-07-16 06:15:45.078756562,2022-08-18 06:15:45.078756562,False,6.0,48.1
PROD10759,Bags,Backpack,H&M,Navy,Solid,Cotton,Winter,Women,36-44,58.38,20,46.7,1,2.9,1,33,77,2024-03-17 21:49:47.348945744,2024-04-09 21:49:47.348945744,True,20.3,35.5
PROD10760,Bottoms,Jeans,H&M,Grey,Polka Dot,Cotton,Fall,Men,One Size,33.81,10,30.43,24,3.0,18,31,138,2023-02-09 12:25:30.127510624,2023-02-10 12:25:30.127510624,True,27.2,40.6
PROD10761,Outerwear,Blazer,Uniqlo,Navy,Striped,Synthetic,Spring,Women,One Size,98.88,40,59.33,13,4.6,11,57,27,2023-06-11 05:20:04.000333360,2023-10-23 05:20:04.000333360,True,21.1,50.3
PROD10762,Bottoms,Jeans,Mango,Green,Plaid,Polyester,Spring,Women,XS-XL,50.28,20,40.22,87,4.1,8,32,60,2022-05-10 21:42:06.510542544,2022-09-19 21:42:06.510542544,False,16.1,44.2
PROD10763,Accessories,Jewelry,ASOS,White,Polka Dot,Silk,Fall,Women,XS-XL,28.83,0,28.83,32,4.2,7,57,570,2024-06-23 07:39:02.295191264,2024-09-09 07:39:02.295191264,True,12.4,50.3
PROD10764,Shoes,Sandals,Zara,Brown,Solid,Cotton,Summer,Women,XS-3XL,127.75,0,127.75,18,3.7,17,7,155,2022-02-07 04:51:15.856321360,2022-06-09 04:51:15.856321360,False,13.9,41.0
PROD10765,Bottoms,Trousers,Uniqlo,Brown,Solid,Synthetic,Summer,Men,XS-3XL,33.69,20,26.95,252,5.0,1,10,8,2023-09-09 10:03:03.015251272,2023-10-20 10:03:03.015251272,True,8.1,65.8
PROD10766,Dresses,Midi Dress,Gap,Navy,Polka Dot,Cotton,All Season,Women,XS-3XL,56.57,0,56.57,13,4.1,0,130,679,2022-09-27 05:21:01.605133760,2023-01-30 05:21:01.605133760,True,19.5,57.4
PROD10767,Bags,Clutch,Forever21,Red,Abstract,Synthetic,Spring,Unisex,36-44,38.99,10,35.09,13,5.0,23,41,96,2022-05-18 13:44:20.921743478,2022-08-12 13:44:20.921743478,False,15.0,58.6
PROD10768,Tops,T-Shirt,Gap,Black,Plaid,Wool,Fall,Women,36-44,30.84,20,24.67,0,3.6,15,14,10,2023-11-27 16:22:38.513209432,2024-02-13 16:22:38.513209432,False,15.9,13.4
PROD10769,Outerwear,Coat,H&M,Blue,Solid,Synthetic,Summer,Men,One Size,147.61,10,132.85,5,4.4,22,53,210,2023-09-20 10:15:46.278856568,2024-01-23 10:15:46.278856568,True,18.2,38.3
PROD10770,Accessories,Sunglasses,Uniqlo,Blue,Solid,Leather,Winter,Men,S-L,33.12,0,33.12,8,4.3,11,23,1690,2023-10-14 06:25:06.725560464,2024-02-09 06:25:06.725560464,False,7.4,33.7
PROD10771,Tops,Blouse,Uniqlo,Black,Solid,Denim,Summer,Men,36-44,35.37,0,35.37,7,4.5,21,11,686,2022-05-04 05:21:08.805733810,2022-08-29 05:21:08.805733810,True,7.6,44.0
PROD10772,Tops,T-Shirt,Zara,Grey,Floral,Denim,All Season,Men,One Size,53.11,0,53.11,97,4.5,4,70,614,2022-11-08 06:49:21.246770564,2022-12-14 06:49:21.246770564,True,12.2,59.5
PROD10773,Bags,Shoulder Bag,H&M,White,Solid,Linen,Summer,Men,36-44,83.05,10,74.74,115,5.0,38,138,794,2022-07-19 16:15:33.677806484,2022-09-17 16:15:33.677806484,True,2.2,71.3
PROD10774,Bags,Tote,Zara,Green,Striped,Polyester,Winter,Women,S-L,128.01,0,128.01,2,3.8,1,30,557,2022-11-24 16:24:26.522210184,2022-12-22 16:24:26.522210184,True,8.1,36.5
PROD10775,Tops,Tank Top,Forever21,Black,Polka Dot,Synthetic,All Season,Women,XS-3XL,35.99,50,18.0,36,3.4,15,9,37,2023-01-09 12:59:13.496124676,2023-07-05 12:59:13.496124676,False,28.0,35.8
PROD10776,Tops,Sweater,H&M,Green,Plaid,Cotton,Spring,Women,One Size,32.21,0,32.21,47,3.9,5,51,285,2023-08-20 16:17:28.887407280,2023-12-12 16:17:28.887407280,True,4.4,37.6
PROD10777,Dresses,Cocktail Dress,Gap,White,Solid,Leather,Spring,Men,One Size,63.43,30,44.4,21,3.2,3,0,522,2023-07-02 18:49:32.047670640,2023-08-22 18:49:32.047670640,True,0.8,32.8
PROD10778,Accessories,Hat,Zara,Pink,Striped,Cotton,All Season,Men,36-44,39.92,30,27.94,22,4.4,84,19,291,2022-06-15 15:56:07.180598382,2022-07-23 15:56:07.180598382,True,22.0,56.3
PROD10779,Bags,Clutch,ASOS,Brown,Solid,Synthetic,Fall,Women,S-L,98.32,0,98.32,18,4.4,12,69,4576,2022-08-23 03:30:58.654887908,2022-09-06 03:30:58.654887908,True,7.2,62.0
PROD10780,Bags,Crossbody,Uniqlo,Brown,Solid,Cotton,All Season,Men,36-44,71.19,0,71.19,60,4.0,35,109,152,2023-03-24 22:41:45.208767392,2023-07-05 22:41:45.208767392,True,8.6,51.7
PROD10781,Bottoms,Shorts,ASOS,Red,Plaid,Linen,All Season,Women,36-44,72.62,0,72.62,79,3.6,15,65,132,2022-05-10 12:35:27.777314776,2022-08-30 12:35:27.777314776,True,16.4,36.5
PROD10782,Dresses,Maxi Dress,Forever21,Beige,Solid,Polyester,Spring,Women,XS-XL,50.79,0,50.79,69,4.4,45,5,41,2024-04-21 12:43:51.819318272,2024-07-26 12:43:51.819318272,True,5.5,51.7
PROD10783,Dresses,Maxi Dress,Gap,Navy,Floral,Polyester,All Season,Women,One Size,97.3,0,97.3,52,4.6,54,20,246,2022-01-30 03:42:22.711892657,2022-06-18 03:42:22.711892657,True,1.5,51.0
PROD10784,Tops,Sweater,Other,Black,Striped,Denim,Spring,Women,One Size,41.64,20,33.31,123,4.1,12,7,77,2023-03-22 08:44:33.822818568,2023-07-27 08:44:33.822818568,True,7.5,63.6
PROD10785,Accessories,Jewelry,Topshop,Black,Plaid,Cotton,All Season,Men,XS-3XL,40.28,50,20.14,28,3.7,160,23,176,2023-05-20 03:05:17.726477208,2023-10-16 03:05:17.726477208,True,8.1,53.7
PROD10786,Accessories,Hat,ASOS,White,Abstract,Polyester,All Season,Women,S-L,24.88,40,14.93,73,5.0,67,68,27,2022-12-07 05:03:44.718726560,2023-05-31 05:03:44.718726560,True,26.4,63.1
